Inputs,True Keywords,True Keywords in Abstract,Predictions,Precision,Recall
"This paper presents an empirical investigation of the importance of specialized assets and other unique characteristics of a firm in explaining the variance in capital structure across firms. The results show that firm-specific effects contribute most to the variance in leverage, suggesting a strong link between strategy and capital structure.","['STRATEGY', 'FIRM SPECIFIC ASSETS', 'CAPITAL STRUCTURE', 'FINANCIAL STRUCTURE', 'CORPORATE-FINANCE', 'AGENCY COSTS', 'PERFORMANCE', 'INFORMATION', 'INVESTMENT', 'EFFICIENCY', 'MARKETS', 'RENTS']","['strategy', 'capital structure']",['firm'],0.0,0.0
"The recent surge in the importance of shopper marketing has led to an increased need to understand the drivers of unplanned purchases. The authors address this issue by examining how elements of the current shopping trip (e.g., lagged unplanned purchase, cumulative purchases) and previous shopping trips (e.g., average historical price paid by the shopper) determine unplanned versus planned purchases on the current trip. Using a grocery field study and frequent-shopper-program data, the authors estimate competing models to test behavioral hypotheses using a hierarchical Bayesian probit model with state dependence and serially correlated errors. The results indicate that shoppers with smaller trip budgets tend to exhibit behavior consistent with a self-regulation model (i.e., an unplanned purchase decreases the probability of a subsequent unplanned vs. planned purchase), but this effect reverses later in the trip. In contrast, shoppers with medium-sized trip budgets tend to exhibit behavior consistent with a cuing theory model (i.e., an unplanned purchase increases the probability of a subsequent unplanned vs. planned purchase), and this effect increases as the trip continues. The article concludes with a discussion of implications for research and practice.","['shopper marketing', 'in-store decision making', 'self-regulation', 'cuing theory', 'autocorrelated probit models', 'CONSUMER CHOICE', 'STATE DEPENDENCE', 'SELF-REGULATION', 'MODELS', 'GOALS', 'HETEROGENEITY', 'PROMOTIONS', 'RESOURCES', 'INTERPLAY', 'DEPLETION']","['shopper marketing', 'self regulation', 'cuing theory', 'state dependence', 'self regulation', 'models']","['shopper marketing', 'unplanned purchases']",0.5,0.16666666666666666
"P>This paper investigates the relationship between flexible human resource (HR) practices and innovativeness. Testing the research model in a sample of first-tier automotive suppliers indicates that internal flexibility practices are positively related to innovativeness. Regarding external flexibility, the association depends on the type of contingent employee: negative association for 'short-term hires' and positive association for 'consulting/contracting firms'. The relationships to innovativeness for practices associated with knowledge transfer are moderated by environmental dynamism, but the non-knowledge related practices are not. Firms in highly dynamic environments can benefit more from flexible HR practices than firms in less dynamic environments.","['nan', 'HUMAN-RESOURCE MANAGEMENT', 'ORGANIZATIONAL COMMITMENT', 'FIRM-LEVEL', 'WORK', 'PERFORMANCE', 'PRODUCT', 'CAPABILITIES', 'IMPACT', 'FIT']",['fit'],['knowledge'],0.0,0.0
"Marketing practitioners are under increasing pressure to demonstrate their contribution to firm performance. It has been widely argued that an inability to account for marketing's contribution has undermined its standing within the firm. To respond to this pressure, marketers are investing in the development of performance measurement abilities, but to date, there have been no empirical studies of whether the ability to measure marketing performance has any actual effect on either firm performance or marketing's stature. In this study of senior marketing managers in high-technology firms, the authors examine the effect of ability to measure marketing performance on firm performance, using both primary data collected from senior marketers and secondary data on firm profitability and stock returns. They also explore the effect of ability to measure marketing on marketing's stature within the firm, which is operationalized as chief executive officer satisfaction with marketing. The empirical results indicate that the ability to measure marketing performance has a significant impact on firm performance, profitability, stock returns, and marketing's stature within the firm.","['nan', 'SHAREHOLDER VALUE', 'PRODUCTIVITY', 'ORIENTATION', 'EXPANSION', 'SYSTEMS', 'RETURN']",['return'],"['firm performance', 'marketing performance', 'profitability', 'stock returns', 'chief executive officer satisfaction']",0.0,0.0
"This research examines customer engagement in social media (CESM) using a meta-analytic model of 814 effect sizes across 97 studies involving 161,059 respondents. Findings reveal that customer engagement is driven by satisfaction, positive emotions, and trust, but not by commitment. Satisfaction is a stronger predictor of customer engagement in high (vs. low) convenience, B2B (vs. B2C), and Twitter (vs. Facebook and Blogs). Twitter appears twice as likely as other social media platforms to improve customer engagement via satisfaction and positive emotions. Customer engagement is also found to have substantial value for companies, directly impacting firm performance, behavioral intention, and word-of-mouth. Moreover, hedonic consumption yields nearly three times stronger customer engagement to firm performance effects vis-a-vis utilitarian consumption. However, contrary to conventional managerial wisdom, word-of-mouth does not improve firm performance nor does it mediate customer engagement effects on firm performance. Contributions to customer engagement theory, including an embellishment of the customer engagement mechanics definition, and practical implications for managers are discussed.","['Customer engagement', 'Firm performance', 'Meta-analysis', 'Online consumer behavior', 'Social media', 'WORD-OF-MOUTH', 'BRAND ENGAGEMENT', 'STRUCTURAL EQUATION', 'SCALE DEVELOPMENT', 'CONSUMER ENGAGEMENT', 'VALUE CREATION', 'COMMUNITY', 'TRUST', 'SATISFACTION', 'ENVIRONMENTS']","['customer engagement', 'firm performance', 'social media', 'word of mouth', 'trust', 'satisfaction']","['customer engagement', 'social media', 'satisfaction', 'trust', 'word of mouth', 'discussed']",0.8333333333333334,0.8333333333333334
"This paper investigates the antecedents and consequences of customer loyalty in an online business-to-consumer (B2C) context. We identify eight factors (the 8Cs-customization, contact interactivity, care, community, convenience, cultivation, choice, and character) that potentially impact e-loyalty and develop scales to measure these factors. Data collected from 1,211 online customers demonstrate that all these factors, except convenience, impact e-loyalty. The data also reveal that e-loyalty has an impact on two customer-related outcomes: word-of- mouth promotion and willingness to pay more. (C) 2002 by New York University. All rights reserved.","['e-commerce', 'e-loyalty', 'Internet retailing', 'CONSUMER', 'MODEL', 'WEB', 'PARADIGM', 'QUALITY', 'SEARCH']","['e loyalty', 'consumer']",['customer loyalty'],0.0,0.0
"Research Summary This study reexamines the relation between corporate social responsibility (CSR) and financial performance by benchmarking firms against industry peers in a given year to identify best-in-class and worst-in-class firms. We also address distributional issues when using CSR ratings (clustering of CSR scores around the median and material differences across industries and time) and financial performance ratios (the possible influence of extreme values). We find that the best-in-class firms outperform their industry peers in terms of operating performance and have higher relative market valuations (Tobin's Q). When we control for endogeneity, we find that the significant relation between operating performance and CSR categories disappears, calling into question whether this relation is causal. However, we continue to find that best-in-class firms receive higher relative market valuations than industry peers. Managerial Summary The conflicting evidence on the relation between CSR and firm performance may influence a manager's decision to invest in CSR activities and an investor's decision to invest in a firm. Our research provides managers and investors with important implications regarding the value of relative benchmarking. Managers should understand that expectations of CSR performance evolve over time and that investors place higher valuations on the best-in-class CSR firms within an industry.","['CSR', 'firm performance', 'firm value', 'MSCI KLD', 'operating income', 'ACTUALLY VALUE SUSTAINABILITY', 'OPERATING PERFORMANCE', 'FIRM', 'IMPACT', 'RISK', 'REPLICATION']","['csr', 'firm performance', 'operating performance', 'firm']","['corporate social responsibility csr', 'financial performance', 'in', 'financial performance', 'operating performance', 'relative market valuations']",0.16666666666666666,0.25
"Given the importance of location choice for accessing knowledge, we examine the location choices of domestic and foreign firms in an emerging economy after market liberalization. In the literature, co-locating with other firms has been associated with agglomerative economies and knowledge spillovers that lower the liability of foreignness for foreign firms. However, as domestic firms are trying to upgrade their capabilities, or catch up, they may also prefer locations with other firms, as these locations have knowledge spillover potential. We develop competing hypotheses to test the extent to which catch-up motivations affect location decisions. Examining the location choices of 501 domestic and 68 foreign firms for their R&D laboratories in India during 2005-2010, we find that domestic firms exhibit a stronger preference for cities with high agglomeration than foreign firms do. This shows that upgrading motivations dominate location choice during periods of accelerated catch-up in emerging economies.","['agglomeration', 'catch-up', 'upgrading', 'economic geography', 'liability of foreignness', 'firm entry', 'DIRECT-INVESTMENT', 'UNITED-STATES', 'MULTINATIONAL-ENTERPRISES', 'LOCATION DECISIONS', 'INCREASING RETURNS', 'PROBIT MODELS', 'KNOWLEDGE', 'FIRMS', 'SPILLOVERS', 'INNOVATION']","['agglomeration', 'catch up', 'upgrading', 'liability of foreignness', 'location decisions', 'knowledge', 'firms', 'spillovers']","['location choice', 'firms', 'knowledge spillovers', 'catch up motivations']",0.25,0.125
"The authors show how new realities in the private-label (PL) landscape, including differential PL-sourcing relationships and differentiated, three-tiered PL portfolios, affect the gross margins that retailers realize on their PLs. In addition, they examine the moderating role of the identity of the PL supplier (dual brander vs. dedicated supplier). Retailer PL margins are lower for stockkeeping units from PL suppliers with whom the retailer shares a more intense relationship, as reflected in their relationship breadth and depth, but this negative effect can be countered through multisourcing. Building prolonged relationships with PL suppliers also results in lower retailer PL margins, but only for more national brand-oriented suppliers. Dedicated PL suppliers have little to gain by building long-term retailer relationships, but they are less vulnerable to the retailer's practice of multisourcing than dual branders. Although economy PLs may appeal to conventional supermarkets to keep (hard) discounters at bay, they result in lower margins (percentage-wise and absolute) than the standard PLs they cannibalize. Premium PLs, in turn, offer the retailer a higher margin, but only when produced by suppliers with a sufficient extent of national brand focus. However, the higher promotional support often given to premium PLs tends to mitigate the actual margin advantage.","['retailing', 'private labels', 'margins', 'sourcing', 'EMPIRICAL-ANALYSIS', 'BRAND', 'PERFORMANCE', 'MANAGEMENT', 'CATEGORY', 'GOVERNANCE', 'MECHANISMS', 'BEHAVIOR', 'PREMIUM']","['margins', 'sourcing', 'brand', 'premium']",['retailer relationships'],0.0,0.0
"The authors assess how and why retailer-customized coupon campaigns affect customer purchases. The conceptual model proposes effects on trip incidence and revenues through the mere exposure to campaigns (exposure effect) and the redemption of coupons (redemption effect). The authors propose monetary savings of the coupons, regularity of the campaigns, and coupon fit with customer preferences as moderators. Analysis of data from a group of regional grocery chains that were part of a quasi experiment demonstrates that retailer-customized coupon campaigns have a positive exposure and redemption effect on customer purchases. Mere exposure to customized coupon campaigns contributes more than coupon redemption to campaign returns. Consistent with theoretical expectations, customized coupon campaigns are more effective if they provide more discounts, are unexpected, and are positioned as specially selected for and customized to consumer preferences. The substantial exposure effects suggest that managers should look beyond redemption rates and also consider sales lift from nonredeemers when measuring the effectiveness of customized coupon campaigns.","['customer relationship management', 'retailer customer contribution', 'sales promotions', 'metrics', 'customized coupons', 'retailer coupons', 'advertising exposure', 'CONSUMER RESPONSE', 'PROMOTION', 'PURCHASE', 'LOYALTY', 'PROFITABILITY', 'CUSTOMERS', 'FRAMEWORK', 'CATEGORY', 'PROGRAMS', 'BEHAVIOR']",['purchase'],['exposure to'],0.0,0.0
"Introducing a process model of power and institutional change, I argue that actors may seek power by creating, supporting, or modifying institutions. Lacking unilateral authority to enact new institutions, actors can leverage symbolic resources into coercive resources, which may require making concessions to multiple logics and stakeholders. The emergent organizations and institutions are then subject to adjustment to stakeholder and regulator expectations. The argument is illustrated in a case study of the 1968 Third World Strike at San Francisco State College, where the college president strove to increase his authority so he could prevail in a dispute with student activists.","['nan', 'SOCIOLOGICAL APPROACH', 'ORGANIZATIONS', 'SUGGESTIONS', 'STRATEGIES', 'INDUSTRY', 'LOGICS', 'MODEL', 'RISE', 'MYTH']","['organizations', 'logics', 'model']",[],0,0.0
"Many employees in today's organizations are involved in more than one team at the same time. Building on the challenge-hindrance stressor framework, this study investigates potential benefits and disadvantages of such multiple team membership (MTM) for individual employees. Furthermore, we extend this framework with insights from the job demands-resources model to propose that, depending on an employee's organizational tenure, individual MTM will differentially shape his or her perceptions of work challenge and role ambiguity, subsequently influencing the employee's job performance and absenteeism. We tested our conceptual model using time-lagged multi-source data from a large organization of applied research (N = 1211). Our results demonstrate that, for employees with relatively low organizational tenure, MTM was negatively associated with perceived work challenge and positively associated with perceived role ambiguity, which in turn associated with lower job performance and higher absenteeism. For employees with higher organizational tenure, by contrast, MTM associated positively with their work challenge perceptions and subsequent performance outcomes, whereas MTM was unrelated to perceived role ambiguity as well as absenteeism. These findings identify relevant psychological mechanisms and a key contingency factor that explain when and why MTM may have positive or negative individual-level consequences.","['absenteeism', 'job performance', 'multiple team membership', 'organizational tenure', 'role ambiguity', 'work challenge', 'ROLE AMBIGUITY', 'ROLE-CONFLICT', 'JOB-PERFORMANCE', 'SICK LEAVE', 'WORK', 'MODEL', 'SOCIALIZATION', 'ANTECEDENTS', 'MOTIVATION', 'EXPERIENCE']","['absenteeism', 'job performance', 'multiple team membership', 'organizational tenure', 'role ambiguity', 'work challenge', 'role ambiguity', 'job performance', 'work', 'model']","['job demands resources', 'organizational tenure', 'role', 'job performance', 'work challenge', 'role']",0.5,0.3
"While previous work has focused on the positive impact of smiles on interpersonal perceptions, this research proposes and finds that smile intensity differentially affects two fundamental dimensions of social judgments-warmth and competence. A marketer displaying a broad smile, compared to a slight smile, is more likely to be perceived by consumers as warmer but less competent. Furthermore, the facilitative effect of smile intensity on warmth perceptions is more prominent among promotion-focused consumers and in low-risk consumption contexts, while the detrimental effect of smile intensity on competence perceptions is more likely to occur among prevention-focused consumers and in high-risk consumption situations. Field observations in a crowdfunding context further indicate that the effects of smile intensity on warmth and competence perceptions have downstream consequences on actual consumer behaviors.","['smile intensity', 'warmth perceptions', 'competence perceptions', 'face-based inferences', 'social cognition', 'EMOTIONAL CONTAGION', 'FACIAL EXPRESSION', 'REGULATORY FOCUS', 'PERCEIVED RISK', 'JUDGMENTS', 'SERVICE', 'MODEL', 'PERSONALITY', 'SELF', 'MOOD']","['smile intensity', 'warmth perceptions', 'competence perceptions', 'judgments']","['promotion', 'prevention', 'behaviors']",0.0,0.0
"Social tags are user-defined keywords associated with online content that reflect consumers' perceptions of various objects, including products and brands. This research presents a new approach for harvesting rich, qualitative information on brands from user-generated social tags. The authors first compare their proposed approach with conventional techniques such as brand concept maps and text mining. They highlight the added value of their approach that results from the unconstrained, open-ended, and synoptic nature of consumer-generated content contained within social tags. The authors then apply existing text-mining and data-reduction methods to analyze disaggregate-level social tagging data for marketing research and demonstrate how marketers can utilize the information in social tags by extracting key representative topics, monitoring common dynamic trends, and understanding heterogeneous perceptions of a brand.","['social tags', 'user-generated content', 'brand associative networks', 'text mining', 'topic modeling', 'SUBSTITUTION', 'CUSTOMER', 'CONTEXT', 'MAPS']","['social tags', 'text mining', 'maps']","['social tags', 'text mining']",1.0,0.6666666666666666
"This study advances family business research by examining how the strategic consistency with which family businesses pursue exploration and exploitation initiatives affects performance. Using panel data of 94 family businesses operating in four high-tech industries over 12 years, we find that higher strategic consistencycontinuity with past exploration and exploitation strategies stemming from managerial intentionalityyields higher levels of performance. This relationship is also moderated by environmental dynamism, munificence, and organizational size, which demonstrates the contingent and complex nature of the main relationship. Furthermore, in contrast to 113 nonfamily businesses, we find that the main relationship is stronger for family businesses.","['strategic consistency', 'exploration and exploitation', 'performance', 'ORGANIZATIONAL AMBIDEXTERITY', 'FIRM PERFORMANCE', 'ENTREPRENEURIAL ORIENTATION', 'MODERATING ROLE', 'DOMINANT LOGIC', 'AGENCY THEORY', 'MANAGEMENT', 'ANTECEDENTS', 'PERSPECTIVE', 'ENVIRONMENT']","['strategic consistency', 'exploration and exploitation', 'performance', 'environment']","['family business', 'exploration', 'exploitation', 'performance']",0.25,0.25
"We investigate the association between service intensity and the survival odds of new manufacturing ventures. Although previous research extensively addresses the value of servitization in established firms, this is the first empirical study that asks whether service intensity, defined as the percentage of sales from services, is beneficial or detrimental to new ventures. Drawing on resource-advantage theory, we further ask whether, under increasing service intensity, new ventures with a higher industry-adjusted ratio of tangible to total assets, labor productivity, or current ratio improve survival odds. Based on a comprehensive data on 6,683 new Portuguese manufacturing ventures founded between 2006 and 2010 and followed until 2015 (33,272 venture-year observations), the results show that higher service intensity lowers the odds of survival. For entrepreneurs, we caution against higher service intensity but demonstrate that survival odds can improve under increasing service intensity when the company can achieve a higher industry median-adjusted ratio of tangible to total assets, improved labor productivity, or a stronger current ratio position. The findings are robust after controlling for endogeneity and self-selection into services.","['service intensity', 'new ventures', 'survival', 'liability of newness', 'resource-advantage theory', 'BUSINESS DEVELOPMENT', 'PRODUCT INNOVATION', 'FIRMS', 'SERVITIZATION', 'GROWTH', 'PERFORMANCE', 'STRATEGIES', 'IMPACT', 'MODEL', 'CAPABILITIES']","['service intensity', 'new ventures', 'survival', 'resource advantage theory', 'firms', 'servitization']","['service intensity', 'survival odds', 'new manufacturing ventures', 'servitization', 'resource advantage theory', 'productivity', 'self selection']",0.42857142857142855,0.5
"We use the Power-Responsibility Equilibrium (PRE) framework and advance that consumers balance perceived deficits in privacy protection by power holders (businesses and regulators) with defensive actions. In our model, consumer privacy concern is the endogenous mediating entity linking business policy and regulatory perceptions to negative online user responses. The model was empirically tested and confirmed in an experimental setting. In a second study, we added the nature of consumer information involved into a sub-model. Here, we investigated the moderating role of information sensitivity and congruency on the business policy-concern relationship across three industry contexts. Both hypothesized two-way interactions were confirmed, suggesting that a strong business policy is effective in reducing concern when low sensitivity data are gathered, but insufficient in reducing concern for highly sensitive data. Furthermore, concern increased dramatically when sensitive data were collected that were incongruent with the business context.","['Online privacy', 'power responsibility', 'business policy', 'regulation', 'congruency-sensitivity interaction', 'INFORMATION PRIVACY', 'LEGAL', 'DIMENSIONS']","['power responsibility', 'business policy']",['information'],0.0,0.0
"Integrating and refining social interdependence theory and structural adaptation theory, we examined the effects of intergroup competition on the creativity of 70 four-person groups engaged in two idea generation tasks. We manipulated both group membership change (change, no change) and intergroup competition level (low, intermediate, high). Competition had the expected U-shaped relation with creativity in open (membership change) groups but failed to produce the hypothesized inverted U-shaped pattern in closed (no membership change) groups. In the latter, effects were positive for low to intermediate competition and flat for intermediate to high levels. Within-group collaboration mediated these effects.","['nan', 'IDEA-GENERATING GROUPS', 'INTERRATER RELIABILITY', 'CUTTHROAT COOPERATION', 'INTERNAL COMPETITION', 'BRAINSTORMING GROUPS', 'REWARD STRUCTURES', 'MEMBERSHIP CHANGE', 'GROUP-PERFORMANCE', 'TEAMS', 'DIVERSITY']",['membership change'],"['interdependence', 'intergroup competition', 'idea']",0.0,0.0
"Research Summary: The ability of innovative firms to create and capture value depends on innovations that are quickly and widely adopted. Yet, stakeholder concerns can establish important barriers to diffusion. We study the human capital aspect of this challenge and investigate whether innovative firms pay salary premiums to new hires with work experience from advocacy groups like Transparency International. We integrate strategic human capital with stakeholder theory and suggest that advocacy group experience creates signals for valuable human capital in terms of stakeholder knowledge and legitimacy transfers to innovative firms. Using matched data for 3,562 employees in Denmark, we find that new hires with advocacy group experience enjoy larger salary premiums at technologically leading firms, in occupations with direct stakeholder interaction, and for advocacy group top management. Managerial Summary: Innovation research is increasingly aware of the non-technological factors behind successful innovations. Users, regulators, or public opinion can be benevolent supporters or stingy opponents of innovations. Employees with an understanding of the needs and sensitivities of societal stakeholders should therefore be valuable to innovative firms. We find this to be the case when innovative firms hire employees from advocacy groups representing such stakeholders (e.g., Transparency International). Such employees receive higher salaries than an otherwise comparable reference group. These findings indicate that recruiting needs of innovative firms reward stakeholder experience, not merely technological expertise. They demonstrate how firms can create value in the pursuit of the public interest. Further, advocacy groups emerge as an important career stage allowing individuals to develop credible signals for stakeholder expertise.","['advocacy groups', 'human capital', 'signaling', 'stakeholder theory', 'value creation', 'STAKEHOLDER', 'MOBILITY', 'ORGANIZATIONS', 'LEGITIMACY', 'INVESTMENT', 'DIFFUSION', 'FRAMEWORK', 'EARNINGS', 'SEARCH', 'POLICY']","['advocacy groups', 'human capital', 'stakeholder theory', 'stakeholder', 'legitimacy', 'diffusion', 'search']","['innovations', 'work experience', 'advocacy', 'transparency international', 'stakeholder theory', 'knowledge', 'top management']",0.14285714285714285,0.14285714285714285
"Family business researchers have devoted substantial attention to comparing family firms with nonfamily firms. Many of these comparisons rely on dichotomous variables, which implicitly treat family firms as homogeneous entities. However, recent studies have started to use moderators and mediators as well as continuous measures of family involvement in recognition of the heterogeneity of family firms. The articles and commentaries in this special issue contribute to a better understanding of that heterogeneity by examining how vision and goals, as well as the discretion engendered by family control, influence the innovation, internationalization, succession, professionalization, and proactive stakeholder engagement of family enterprises.","['nan', 'GOVERNANCE', 'DIVERSIFICATION', 'BUSINESS']",['business'],"['family firms', 'involvement', 'enterprises']",0.0,0.0
"Franchising is a popular and multifaceted business arrangement that has attracted considerable research attention. Past inquiry has focused on franchising's antecedents, consequences, and factors that moderate these relationships. The authors review recent progress within franchising research and identify gaps in the literature. They also describe how researchers could build greater knowledge about franchising by further leveraging various organizational theories and by drawing from a number of business and social science fields whose insights have not yet significantly influenced franchising research.","['franchising', 'review', 'ORGANIZATIONAL FORM', 'AGENCY THEORY', 'ENTREPRENEURSHIP RESEARCH', 'OWNERSHIP REDIRECTION', 'STRATEGIC MANAGEMENT', 'MULTIUNIT OWNERSHIP', 'RESOURCE SCARCITY', 'PERFORMANCE', 'FIRM', 'EXPERIENCE']","['franchising', 'review']",['franchising'],1.0,0.5
"The accelerating pace of global capital market integration has provided new opportunities for firms to raise capital abroad through global debt issues, cross-listings, and initial public offerings in foreign stock exchanges. However, existing empirical evidence suggests that foreign firms tend to be at a disadvantage compared with domestic firms, and they often suffer from investors' home bias. The objective of this paper is to understand why firms are facing problems when accessing capital in foreign markets, and possible mechanisms that can help to mitigate these problems. It expands the liability of foreignness (LOF) research beyond the product market domain to include liabilities faced by firms attempting to secure resources in foreign capital markets. We identify key differences between product and capital markets related to information environment, time structure of transactions, and linkages between buyers and sellers. We analyze institutional distance, information asymmetry, unfamiliarity, and cultural differences as the main sources of capital market LOF (CMLOF). We suggest possible mechanisms that managers can employ to mitigate CMLOF and overcome investors' home bias: bonding, signaling, organizational isomorphism, and reputational endorsements. We also outline directions for further theoretical and empirical development of the CMLOF research. Journal of International Business Studies (2012) 43, 107-122. doi:10.1057/jibs.2011.55","['liability of foreignness', 'institutional theory', 'institutional context', 'capital markets', 'HOME BIAS', 'UNITED-STATES', 'INSTITUTIONAL INVESTORS', 'CROSS-LISTINGS', 'FIRMS', 'DIVERSIFICATION', 'PERFORMANCE', 'GOVERNANCE', 'PREFERENCE', 'REPUTATION']","['liability of foreignness', 'capital markets', 'home bias', 'cross listings', 'firms', 'reputation']","['home bias', 'liability of foreignness', 'distance', 'isomorphism', '55']",0.4,0.3333333333333333
"This study investigates the moderating roles of environmental munificence and dynamism in the relationship between process rationality and organizational performance. Based on a sample of 62 manufacturing firms, the study found that environmental munificence and dynamism moderate the relationship between rationality and performance. Further, the study found that rationality is strongly associated with performance in environments high in munificence and dynamism. (C) 1997 by John Wiley & Sons, Ltd.","['decision-making', 'rationality', 'environmental dynamism', 'environmental munificence', 'ORGANIZATIONAL-STRUCTURE', 'CORPORATE IDEOLOGY', 'FUTURE-DIRECTIONS', 'STRATEGIC CHOICE', 'MUNIFICENCE', 'SCARCITY', 'COMPREHENSIVENESS', 'UNCERTAINTY', 'MANAGEMENT', 'DISCRETION']","['rationality', 'environmental munificence', 'munificence']","['environmental munificence', 'process rationality', 'performance']",0.3333333333333333,0.3333333333333333
"Although prior research underscores the benefits of external collaboration for a firm's innovative output, little research has examined the role that collaboration plays across the different stages of the innovation process. Drawing from organizational learning theory, this article examines (1) how collaboration with domestic partners assists in the formation of collaborations with foreign partners, (2) how knowledge from these collaborations is associated with product innovation at different levels of novelty, and (3) how the relationship between the level of innovation novelty and firm growth is influenced by whether the focal firm engages in open or closed innovation and the origin of the collaborator (foreign or domestic). Three key findings emerge from the econometric analysis of a sample of 1684 Taiwanese firms. First, domestic collaborations assist in the formation of foreign collaborations when the partner type is the same. Second, the level of innovation novelty is associated with the type and geographic location of partners. This study differentiates among noninnovating firms, incremental innovators, and radical innovators and demonstrates that the role of partners changes as the number of countries in which a firm collaborates with each partner type increases. Third, only radical innovation is relevant to firm growth, regardless of whether it is developed internally or through collaboration with domestic or foreign partners.","['nan', 'RESEARCH-AND-DEVELOPMENT', 'ABSORPTIVE-CAPACITY', 'MANUFACTURING FIRMS', 'VALUE CHAIN', 'DEVELOPMENT COOPERATION', 'RADICAL INNOVATION', 'PANEL-DATA', 'SUPPLIER INVOLVEMENT', 'EMPIRICAL-ANALYSIS', 'BUSINESS SERVICES']",['radical innovation'],['radical innovation'],1.0,1.0
"The general aim of the paper is to shift interest in group communication in organizations in general and in committees in particular away from a prescriptive and rationalistic view detached from the organizational context towards a more analytical approach which takes account of important organizational issues of conflict, power and accountability. The paper outlines a theoretical model containing 11 propositions. The model contains definitions of rhetorical power (defined to be distinct from positional power), rhetorical accountability (defined to be different from organizational accountability for a task) and rhetorical conflict and contains 12 rhetorical variables which are language categories, and eight non-rhetorical variables. These language categories are argumentation elements which can be identified within any committee transcript such as proposals, challenges and questions and which have been derived from previously published and validated coding schemes. The model predicts that committee members will seek to maximize their rhetorical power by using some language categories and avoiding others, and that they will seek to vary the amount of rhetorical accountability they wish to claim depending on the likely success or failure of the project being discussed. The model also predicts that the proportions of language categories within any committee transcript will change depending upon how open or hostile the committee debate is, and that the proportions of language categories will also be changed by attempts by committee leaders to reduce rhetorical conflict by using some language categories and avoiding others. Several relations between rhetorical power and rhetorical conflict are hypothesized. According to the model, rhetorical power and rhetorical conflict can be manipulated by participants in beneficial ways only under some circumstances (those which characterize an open rather than a hostile committee debate). The model is related to several important non-rhetorical variables.","['nan', 'GROUP DECISION-MAKING', 'PERFORMANCE', 'ORGANIZATION', 'PERSUASION', 'NEGOTIATIONS', 'ATTRIBUTION', 'DISCOURSE', 'CHOICE', 'IMPACT', 'MODEL']","['organization', 'model']",[],0,0.0
"Over two decades, social influence researchers have called for a study that would examine how, why, and when influence tactics are effective. Informed by balance theory, the present study proposes that subordinate and supervisor political skill impacts the effectiveness of ingratiation attempts. The results from a survey of 228 supervisor-subordinate dyads in Chinese firms indicated that subordinates with high political skill are less likely to have their exhibited ingratiation behaviour perceived by their supervisors; however, supervisors with high political skill are likely to perceive ingratiation behaviour demonstrated by their subordinates. Moreover, the most successful condition for enabling subordinates to hide ingratiation from their supervisors is when the subordinates are politically astute and the supervisors are not. Furthermore, when supervisors perceive ingratiation behaviour, they rate low on the job performance and promotability of their subordinates; these low ratings are explained by the undermined personal reputation of the subordinates due to their ingratiation detected.","['ingratiation', 'performance', 'political skill', 'promotability', 'reputation', 'LEADER-MEMBER EXCHANGE', 'IMPRESSION MANAGEMENT', 'CAREER SUCCESS', 'ORGANIZATIONAL CITIZENSHIP', 'INFLUENCE TACTICS', 'IN-ROLE', 'REPUTATION', 'BEHAVIOR', 'OUTCOMES', 'ANTECEDENTS']","['ingratiation', 'performance', 'political skill', 'promotability', 'reputation', 'influence tactics', 'reputation']","['social influence', 'balance', 'political skill', 'firms', 'performance']",0.4,0.2857142857142857
"Previous preannouncement research has primarily focused on product preannouncements regarding the firm's intention to introduce a new product and, for the most part, has ignored preannouncements that update the status of new product introductions (e.g., delays in launch dales and cancellation of new product programs). This study's goal is to examine if different factors influence preannouncements of new product introductions (NPIs) versus new product withdrawals or delays (NPWs). A model of six antecedents that could influence a firm's propensity to issue NPIs and NPWs is developed and tested using a sample of 265 CEOs and Presidents from manufacturers of new products. Three of the antecedents are organizational in nature; specifically, first mover predisposition, firm information interactivity, and reputation building. Also, the effects of two environmental constructs, industry innovativeness and competitive hostility, are examined. Finally, the model incorporates the effect of buyer involvement on a firm's propensity to issue NPIs and NPWs. The results indicate that NPIs and NPWs are very alike regarding their antecedent factors. Reputation building, defined as a firm's tendency to pursue a high profile leadership position within its industry, and buyer involvement are the primary motivators of a firm's propensity to issue both NPWs and NPIs. Future directions for research include the development of a normative preannouncement framework and the examination of NPIs and NPWs as nonadvertising forms of marketing communication targeted at numerous audiences such as buyers, employees, channel members, industry influencers (e.g., business and trade related press), and investors. (C) 2001 Elsevier Science Inc. All rights reserved.","['preannouncement', 'reputation', 'marketing communications', 'first mover advantage', 'REPUTATION', 'ANNOUNCEMENTS', 'INNOVATION', 'MODELS']","['preannouncement', 'reputation', 'reputation', 'announcements']",[],0,0.0
